"","site_id","province","latitude_y","longtitude_x","region","land_class","depth_filled","depth","Area.Ha","total_em_area_m2","total_mass_Mg","aerial_gpp","aerial_r","aerial_nep","wetlandBirdRichness","flux_co2","flux_ch4","flux_n2o","pl_flux_co2","log_flux_ch4","pl_flux_n2o","gwp_co2_g","gwp_ch4_g","gwp_n2o_g","gwp_sum_g","pl_gwp_co2_g","log_gwp_ch4_g","pl_gwp_n2o_g","pl_gwp_sum_g","wetlandArea_250m","wetlandArea_500m","wetlandArea_1km","wetlandArea_5km","richness_sd","pl_flux_ch4","plgwp_sum_g","n_co2","n_n2o","sd_co2","sd_ch4","sd_n2o","sd_gwp_sum_g","se_co2","se_ch4","se_n2o","se_gwp","co295","ch495","n2o95","gwp95","fluxco2_low","fluxco2_up","fluxch4_low","fluxch4_up","fluxn2o_low","fluxn2o_up","gwp_low","gwp_up","plfluxco2_low","plfluxco2_up","plfluxch4_low","plfluxch4_up","plfluxn2o_low","plfluxn2o_up","plgwp_low","plgwp_up","total_density","total_density_lo","total_density_hi"
"32","MB08","MB",50.122153,-100.275535,NA,"Grassland",NA,NA,0.28,NA,NA,NA,NA,NA,23,141.6127423,4.328522649,0.007831236,2.655460677,1.465226294,2.074041137,6.232376787,2.360603112,0.107373925,8.700353824,1.854561843,0.858917142,0.513943587,2.176320049,29199.6612192596,114068.132227336,471072.351539044,7925216.43625856,0.992744721299502,1.514771366,2.176320049,6,6,146.4589828,3.865719761,0.012840026,6.913593204,59.79162937,1.578173484,0.005241919,2.822462606,117.1915936,3.093220028,0.01027416,5.532026708,24.42114871,258.8043358,1.23530262,7.421742677,-0.002442924,0.018105397,3.168327115,14.23238053,1.029384287,3.254976881,0.583901725,2.02209321,-1.029640581,2.899246775,1.240560046,2.660420319,NA,NA,NA
"33","MB09","MB",50.11938,-100.272737,NA,"Grassland",NA,NA,0.44,NA,NA,NA,NA,NA,20,297.2244219,4.284008625,0.013379115,3.393032433,1.454889166,2.599235237,13.08084681,2.336326944,0.183440778,15.60061453,2.57694275,0.848580014,0.821599913,2.751394027,29854.5707225446,93768.4484692557,423543.393815213,7938878.96103172,0.803035636037837,1.505396082,2.751394027,6,6,199.3263559,3.897145524,0.018973754,9.567427128,81.37464404,1.591002998,0.007746003,3.905885769,159.4943023,3.118365876,0.015182165,7.655536108,137.7301196,456.7187242,1.165642749,7.402374501,-0.00180305,0.02856128,7.945078424,23.25615064,2.627941416,3.821961686,0.554038644,2.019570374,-0.810000021,3.353275576,2.088030721,3.14841348,NA,NA,NA
"34","MB10","MB",50.150564,-100.335437,NA,"Cropland",NA,NA,0.15,NA,NA,NA,NA,NA,22,333.7929992,9.920171149,0.027067871,3.508832262,2.294570174,3.299709532,14.6902299,5.410064538,0.371127036,20.47142147,2.691784618,1.688261022,1.377144698,3.021407527,13067.4891719189,56451.5808084665,416377.041627789,8882229.78445843,1.10492838994047,2.304580284,3.021407527,6,6,220.4039525,6.135720985,0.031517266,8.623215908,89.97953682,2.504897603,0.01286687,3.520413153,176.3598922,4.909599301,0.025219065,6.900009779,157.433107,510.1528914,5.010571848,14.82977045,0.001848806,0.052286936,13.57141169,27.37143125,2.760426025,3.932509391,1.649192502,2.701153038,0.826895778,3.957112121,2.613351184,3.310831915,NA,NA,NA
"35","MB11","MB",50.149457,-100.323679,NA,"Both",NA,NA,1.8,NA,NA,NA,NA,NA,16,188.5229525,4.968405025,0.008091601,2.939436529,1.603098868,2.105761359,8.296895139,2.709569365,0.110943779,11.11740828,2.130101431,0.996789716,0.529611098,2.416506557,78461.5405500816,189463.394378742,527485.965167067,9394001.48307948,0.569554688547958,1.641348073,2.416506557,6,6,93.43122145,6.352886505,0.009037186,6.556884316,38.14313643,2.593555055,0.003689416,2.676836813,74.76054741,5.083367908,0.007231255,5.246600153,113.7624051,263.2834999,-0.114962883,10.05177293,0.000860346,0.015322856,5.870808131,16.36400844,2.439165815,3.272085816,-0.057449834,2.3175025,0.417902403,2.733577744,1.797819059,2.798797967,NA,NA,NA
"36","MB12","MB",50.157281,-100.333215,NA,"Grassland",NA,NA,0.39,NA,NA,NA,NA,NA,23,28.03177353,10.50160917,-0.001151398,1.138905099,2.3515285,-0.54787552,1.233678353,5.727157577,-0.015786793,6.945049137,0.583210639,1.745219348,-0.078852225,1.958144872,94481.3039446169,169873.188214809,472550.686255316,9190441.96484196,0.989954521041064,2.360475113,1.958144872,6,6,44.54571981,7.428449607,0.003643439,4.929411528,18.18571396,3.032651853,0.001487428,2.012423829,35.64399936,5.943997631,0.002915358,3.944350705,-7.61222584,63.67577289,4.557611539,16.4456068,-0.004066756,0.001763961,3.000698432,10.88939984,-0.371973759,1.875016951,1.56179495,2.80373547,-1.458463741,0.795412838,1.194956912,2.396118297,NA,NA,NA
"37","MB13","MB",50.157166,-100.333904,NA,"Both",NA,NA,3.94,NA,NA,NA,NA,NA,21,148.8374388,8.979811963,0.008554051,2.704753485,2.194978943,2.159799459,6.55033568,4.897230252,0.117284418,11.56485035,1.902047578,1.588669791,0.557147119,2.455364739,93707.4666981218,170575.024633339,454727.255824641,9145499.64329645,0.711919622258706,2.207155665,2.455364739,6,6,200.0976793,7.293693261,0.010927761,11.93663095,81.68953552,2.977637805,0.00446124,4.873109181,160.1114896,5.836170097,0.00874403,9.551293994,-11.27405085,308.9489284,3.143641866,14.81598206,-0.000189979,0.017298081,2.013556356,21.11614434,-0.537452013,3.431636922,1.233953233,2.700231181,-0.094847461,2.853920911,0.88615837,3.052273073,NA,NA,NA
"38","MB14","MB",50.15079,-100.322816,NA,"Grassland",NA,NA,0.9,NA,NA,NA,NA,NA,20,369.6181499,18.05519756,0.018680619,3.61061652,2.893433597,2.93033996,16.26689478,9.846582541,0.256129598,26.36960692,2.792889923,2.287124445,1.066596514,3.273647113,62897.5707860218,201400.436850321,556145.202487916,9501353.98216865,1.00353239765841,2.896487154,3.273647113,6,6,209.8796069,9.574869187,0.024536897,13.69720311,85.68299072,3.908923977,0.010017146,5.591859756,167.9386618,7.661490995,0.019633606,10.96004512,201.6794881,537.5568117,10.39370656,25.71668855,-0.000952987,0.038314226,15.4095618,37.32965204,3.00654417,3.984795238,2.350331297,3.248648786,-0.460088755,3.646501767,2.739173187,3.620504816,NA,NA,NA
"39","MB15","MB",50.36178,-100.201895,NA,"Cropland",NA,NA,4,NA,NA,NA,NA,NA,20,115.5528763,11.75774816,0.010914364,2.454549628,2.464512441,2.398370594,5.085482084,6.412205538,0.149646625,11.64733425,1.662988844,1.858203289,0.691733081,2.462368487,123976.882988521,215795.332380033,553806.584516208,12943709.0321661,0.594411136820811,2.471668747,2.462368487,64,64,164.1531957,9.194180623,0.036948302,8.942905614,20.51914947,1.149272578,0.004618538,1.117863202,40.21753296,2.252574253,0.009052334,2.191011875,75.3353433,155.7704092,9.50517391,14.01032242,0.00186203,0.019966698,9.456322372,13.83834612,2.036535901,2.749894109,2.262725178,2.644850402,0.83174309,2.996564745,2.257683421,2.632624945,NA,NA,NA
"40","MB16","MB",50.370086,-100.534557,NA,"Grassland",NA,NA,0.5,NA,NA,NA,NA,NA,18,414.587378,8.078428933,0.020049516,3.725279948,2.089197415,3.000683433,18.2459905,4.405652003,0.274898509,22.92654102,2.906935672,1.482888263,1.123066168,3.134192322,163273.161418267,230509.418842307,721645.460832005,15715084.0970401,0.338440636473938,2.104179834,3.134192322,64,64,272.2717727,7.731183576,0.019676196,14.55915577,34.03397158,0.966397947,0.002459524,1.819894472,66.7065843,1.894139976,0.004820668,3.566993164,347.8807937,481.2939623,6.184288957,9.972568909,0.015228848,0.024870184,19.35954785,26.49353418,3.550100061,3.874324556,1.847189241,2.309744948,2.727475758,3.21528248,2.965843257,3.278322364,NA,NA,NA
"41","SK-A-06","SK",51.65753502,-106.0339856,"A","Grassland",NA,NA,1.49,NA,NA,NA,NA,NA,17,31.31976411,2.814034891,-0.000245396,1.2308182,1.034619358,-0.122392202,1.378382818,1.534662068,-0.00336462,2.909680267,0.643789344,0.428310206,-0.016822305,1.16944913,38389.5623597369,156586.403272053,637478.068513758,14103445.4894726,1.00326376955119,1.142054096,1.16944913,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","SK-A-08","SK",51.6879551,-106.3055368,"A","Grassland",NA,NA,0.4,NA,NA,NA,NA,NA,13,61.56568744,3.184045466,0.011788721,1.842915686,1.158152547,2.474262395,2.709505904,1.736451035,0.161634921,4.607591861,1.111398318,0.551843395,0.739038832,1.571791031,45278.6135159232,167228.78700456,577944.485226669,13083663.9058727,0.405026403581691,1.244747791,1.571791031,4,4,51.38214761,2.097186854,0.01617438,1.545458588,25.6910738,1.048593427,0.00808719,0.772729294,50.35450465,2.055243116,0.015850893,1.514549417,11.21118278,111.9201921,1.12880235,5.239288582,-0.004062171,0.027639614,3.093042444,6.122141277,0.534711868,2.423090327,0.53806052,1.69077192,-1.457451586,3.320556452,1.220294574,1.837583796,NA,NA,NA
"43","SK-A-12","SK",51.56350066,-105.878288,"A","Cropland",NA,NA,0.44,NA,NA,NA,NA,NA,20,-21.97337175,0.249664534,-0.001176574,-0.949451028,-1.387637126,-0.558754954,-0.967048091,0.13615705,-0.016131976,-0.847023016,-0.466426942,-1.993946278,-0.080572671,-0.411775723,41786.7196524097,199700.319442477,714027.864150255,15388412.8240298,0.900071654584139,0.124510307,-0.411775723,2,2,20.18743189,0.270239019,0.001039207,1.021577879,14.27466999,0.191087843,0.000734831,0.722364646,27.97835317,0.374532172,0.001440268,1.415834706,-49.95172493,6.004981419,-0.124867638,0.624196706,-0.002616841,0.000263694,-2.262857722,0.56881169,-1.646334328,0.295911606,-0.062393329,0.307241682,-1.083574787,0.1314681,-0.971323926,0.280704925,NA,NA,NA
"44","SK-A-14","SK",51.52456729,-105.7137102,"A","Cropland",NA,NA,0.95,NA,NA,NA,NA,NA,19,13.00739297,1.138865043,0.015486164,0.611534217,0.13003219,2.744090911,0.572455365,0.62109144,0.212330485,1.40587729,0.282456849,-0.476276962,0.924303554,0.655072336,53330.1592098869,209888.577125746,814799.519780067,19502856.7627146,0.47626428497925,0.542437433,0.655072336,4,4,27.73922263,0.679732632,0.020310783,1.811323884,13.86961132,0.339866316,0.010155391,0.905661942,27.18443818,0.666137979,0.019904567,1.775097406,-14.1770452,40.19183115,0.472727064,1.805003022,-0.004418403,0.035390731,-0.369220117,3.180974696,-0.65990354,1.44791674,0.234216241,0.810725138,-1.533461543,3.567247399,-0.183577209,1.24393083,NA,NA,NA
"45","SK-C-06","SK",49.82483387,-105.0916483,"C","Cropland",NA,NA,0.16,6336.157731,4.001892012,NA,NA,NA,15,190.9158609,2.478579224,0.002010981,2.951980066,0.907685503,0.885250545,8.402207039,1.351717966,0.027572517,9.781497522,2.142367474,0.301376351,0.137429573,2.290784196,14783.4464502138,89775.9167742309,511520.318137443,11665559.9511958,0.788879698319988,1.040884767,2.290784196,4,4,105.2487726,2.135838588,0.001003849,5.525314116,52.62438631,1.067919294,0.000501924,2.762657058,103.1437972,2.093121816,0.000983772,5.414807834,87.77206375,294.0596581,0.385457408,4.571701041,0.001027209,0.002994752,4.366689688,15.19630536,2.184892871,3.382352027,0.191555086,1.564622136,0.493346896,1.193306902,1.52274684,2.725354829,0.164569505316641,0.164307653890335,0.164831356742948
"46","SK-C-10","SK",49.82310117,-105.05818,"C","Cropland",NA,NA,0.66,1592.674581,1.86687361,NA,NA,NA,22,-9.477102744,1.069531788,-0.000704939,-0.457705757,0.067220971,-0.345551515,-0.417087292,0.583279856,-0.009665405,0.156527159,-0.207060876,-0.539088181,-0.048308231,0.078183903,45387.4921917902,170357.715415397,632108.136760973,12388884.8525768,0.77534808312146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118752439198774,0.118512734288457,0.118992144109091
"47","SK-C-11","SK",49.7984491,-105.0479669,"C","Grassland",NA,NA,2.59,4545.387156,4.325593748,NA,NA,NA,24,-10.37692497,0.881668454,-0.00041445,-0.498004575,-0.125939196,-0.205769832,-0.456688468,0.480826708,-0.005682516,0.018455725,-0.226405045,-0.732248348,-0.028408757,0.009227731,58988.7404203284,152715.413628873,512663.593774731,14142156.2348184,0.747369729134927,0.427676917,0.009227731,4,4,16.18126103,0.573704837,0.001987132,0.957263636,8.090630516,0.286852419,0.000993566,0.478631818,15.85763581,0.562230741,0.00194739,0.938118363,-26.23456078,5.480710842,0.319437714,1.443899195,-0.00236184,0.00153294,-0.919662638,0.956574087,-1.08558156,0.27071671,0.159047462,0.670555661,-1.003700788,0.706271027,-0.444998509,0.461707335,0.0801004597829499,0.0799996697608101,0.0802012498050897
"48","SK-C-13","SK",49.85402033,-105.1864198,"C","Grassland",NA,NA,10.62,15957.28307,19.49244347,NA,NA,NA,NA,-16.44031204,1.067413547,-0.004501038,-0.749767393,0.065238476,-1.550368672,-0.723538133,0.582124652,-0.061713639,-0.203127119,-0.354309353,-0.541070676,-0.303870142,-0.101389758,140471.375420469,182500.543542989,587044.95254451,9662886.79472541,NA,0.511155104,-0.101389758,4,4,8.872941337,0.649218625,0.003884193,0.610599702,4.436470669,0.324609313,0.001942096,0.305299851,8.695482511,0.636234253,0.003806509,0.598387708,-25.13579455,-7.744829526,0.431179294,1.703647799,-0.008307547,-0.000694529,-0.801514827,0.395260589,-1.051827508,-0.378163434,0.213953579,0.772626509,-2.131348722,-0.340638457,-0.390738469,0.196365895,0.131731185496064,0.131628785647182,0.131833585344946
"49","SK-C-16","SK",49.81855445,-105.1426306,"C","Grassland",NA,NA,2.78,16443.22659,7.389411972,NA,NA,NA,20,38.02324665,1.326518725,-0.000404588,1.398539588,0.28255801,-0.20093882,1.673403085,0.723430252,-0.005547291,2.391286046,0.761071525,-0.323751142,-0.027732901,1.013180874,84407.7319538756,177472.538675166,647983.423262248,10690313.5565257,0.75533316039459,0.62230784,1.013180874,4,4,95.86244594,0.735577804,0.003089756,4.216940514,47.93122297,0.367788902,0.001544878,2.108470257,93.94519702,0.720866248,0.003027961,4.132601704,-55.92195037,131.9684437,0.605652476,2.047384973,-0.003432549,0.002623374,-1.741315658,6.523887749,-1.751915543,2.58567086,0.298379037,0.898027869,-1.30904261,1.085556574,-0.786897391,1.898178776,0.616898638721185,0.616616356267466,0.617180921174904
"50","SK01","SK",50.97836704,-101.787708,NA,"Cropland",NA,NA,0.22,NA,NA,NA,NA,NA,17,134.4128656,6.031343392,-0.000380457,2.603820668,1.796969771,-0.189099658,5.915510216,3.289253432,-0.005216443,9.199547205,1.805002118,1.190660619,-0.026079258,2.230766084,31194.4315115883,126601.930131189,267138.334137207,7970131.55984734,0.581147932984406,1.823390669,2.230766084,6,6,78.29326011,7.995082802,0.004833295,6.000314379,31.96308959,3.263978886,0.001973185,2.449618087,62.64765561,6.397398616,0.003867442,4.801251451,71.76521001,197.0605212,-0.366055224,12.42874201,-0.004247899,0.003486984,4.398295754,14.00079866,1.989688995,2.983491052,-0.182020839,2.526423319,-1.497731953,1.32266447,1.529307827,2.644177233,NA,NA,NA
"51","SK02","SK",50.98229798,-101.791008,NA,"Cropland",NA,NA,1.81,NA,NA,NA,NA,NA,22,51.48226631,1.450575869,-0.00107333,1.674409849,0.371960628,-0.513763148,2.265734541,0.791086056,-0.014716402,3.042104195,0.972276168,-0.234348524,-0.07351577,1.206384373,21255.804152985,86596.6019279868,240585.671005703,8060868.93371205,0.732136464842046,0.673260187,1.206384373,6,6,65.03313114,1.685391896,0.003500575,3.611696572,26.54966461,0.68805836,0.001429104,1.474468951,52.03734263,1.348594386,0.002801043,2.889959145,-0.55507632,103.5196089,0.101981483,2.799170254,-0.003874373,0.001727713,0.15214505,5.932063339,-0.027750254,2.346379558,0.050968671,1.137740883,-1.41518621,0.781759335,0.075999343,1.807649645,NA,NA,NA
"52","SK03","SK",50.97291302,-101.839709,NA,"Grassland",NA,NA,1.5,NA,NA,NA,NA,NA,24,8.346746678,0.942320012,-0.002990898,0.406084112,-0.059410346,-1.192236123,0.367340321,0.513903642,-0.041008143,0.84023582,0.182652852,-0.665719498,-0.203630523,0.408648917,58079.6790655314,180026.365919055,858935.02437244,11193257.1858013,0.593542258253753,0.455268957,0.408648917,6,6,50.27867445,0.793715707,0.004945094,2.116907351,20.52618289,0.32403308,0.002018826,0.864223807,40.23131846,0.635104838,0.003956899,1.693878662,-31.88457179,48.57806514,0.307215175,1.57742485,-0.006947797,0.000966001,-0.853642841,2.534114482,-1.245920514,1.620497867,0.153009843,0.723829856,-1.958525007,0.465955548,-0.414821755,1.058204423,NA,NA,NA
"53","SK04","SK",50.97462804,-101.839007,NA,"Grassland",NA,NA,0.47,NA,NA,NA,NA,NA,24,233.9657101,1.556605,0.009427283,3.154411307,0.442507168,2.254674542,10.2968309,0.848910103,0.129257286,11.27499829,2.341137223,-0.163801984,0.608108053,2.430362744,53644.2482003918,166866.922161694,961086.303902243,11203343.3707789,0.654664636272059,0.715635561,2.430362744,5,5,171.9576949,1.839680598,0.014701136,8.587602798,76.90181901,0.822730175,0.006574548,3.840492724,150.7275653,1.612551143,0.012886114,7.527365739,83.23814483,384.6932753,-0.055946143,3.169156143,-0.003458831,0.022313397,3.747632551,18.80236403,2.133250767,3.650536279,-0.027969424,1.24078129,-1.315639601,3.107189723,1.385737177,2.936799304,NA,NA,NA
"54","SK05","SK",50.97713197,-101.846878,NA,"Grassland",NA,NA,11,NA,NA,NA,NA,NA,26,53.48335802,0.996182707,-0.00226058,1.710042052,-0.003824597,-0.970569395,2.353802587,0.543278201,-0.030994763,2.866086025,1.001101295,-0.610133749,-0.154360092,1.157038989,100098.783666922,277983.917949982,1044616.33431007,11334732.2694284,0.731033787701797,0.479504028,1.157038989,6,6,125.397398,0.749851781,0.003638144,5.62104808,51.19327336,0.306125708,0.001485266,2.294783269,100.3388158,0.600006387,0.002911122,4.497775208,-46.85545776,153.8221738,0.39617632,1.596189094,-0.005171701,0.000650542,-1.631689183,7.363861233,-1.587201088,2.7374119,0.196815053,0.731179656,-1.67865173,0.319792288,-0.744993045,2.014535431,NA,NA,NA
"55","SK06","SK",50.97778098,-101.865919,NA,"Grassland",NA,NA,0.06,NA,NA,NA,NA,NA,22,377.2533317,1.779708541,0.01471726,3.631033738,0.57644961,2.693606146,16.60291913,0.97058185,0.201788055,17.77528903,2.813186646,-0.029859542,0.887681207,2.880959264,48184.8933458781,142290.747824443,473326.090117235,11141623.2655194,1.35465169755453,0.801306628,2.880959264,5,5,175.5654694,2.451700597,0.015180964,8.878452616,78.51526483,1.096433839,0.006789133,3.970564717,153.8899191,2.149010325,0.013306701,7.782306845,223.3634126,531.1432507,-0.369301784,3.928718866,0.001410558,0.028023961,9.992982186,25.55759588,3.108213366,3.972800947,-0.183617364,1.427581962,0.656986126,3.334330803,2.311749956,3.24246201,NA,NA,NA
"56","SK07","SK",50.971247,-101.840751,NA,"Grassland",NA,NA,0.01,NA,NA,NA,NA,NA,21,468.7638281,6.978673387,0.124801066,3.847968758,1.94285884,4.826785192,20.63029608,3.805889318,1.711144914,26.14733031,3.029102015,1.336549688,2.843145696,3.265206562,28678.0298783221,235344.359522435,783495.996244615,11215496.6148544,1.03088122314684,1.962786903,3.265206562,5,5,528.3444911,5.979832123,0.262318499,29.72035562,236.2828395,2.674262224,0.117312399,13.2913471,463.1143655,5.241553959,0.229932302,26.05104031,5.649462643,931.8781936,1.737119428,12.22022735,-0.105131237,0.354733368,0.096289998,52.19837062,0.278845462,4.534732154,0.785314176,2.50972268,-4.655299909,5.871374378,0.048126419,3.955418095,NA,NA,NA
"57","SK08","SK",51.09408399,-101.88881,NA,"Grassland",NA,NA,0.03,NA,NA,NA,NA,NA,18,220.4703479,36.47183619,0.103417418,3.095229106,3.596540352,4.638866886,9.702900011,19.89028059,1.417954148,31.01113474,2.282881234,2.9902312,2.656737138,3.435384543,56948.8073622012,167854.483092107,653006.776813293,16595334.1386223,0.938016436855977,3.597291275,3.435384543,6,6,427.8629867,69.88646809,0.254639276,60.24556704,174.6743329,28.53103112,0.103956049,24.59514975,342.3616924,55.920821,0.203753857,48.20649351,-121.8913445,562.8320404,-19.44898481,92.3926572,-0.100336439,0.307171274,-17.19535877,79.21762826,-2.507208591,4.030711688,-2.970428115,4.526164633,-4.608628242,5.727416087,-2.84800451,4.372358167,NA,NA,NA
"58","SK09","SK",51.09787999,-101.88607,NA,"Grassland",NA,NA,0.01,NA,NA,NA,NA,NA,17,138.1040509,1.912063692,0.015585482,2.630624627,0.648183126,2.750431446,6.077959281,1.042763055,0.213692232,7.334414568,1.830701358,0.041873974,0.928964073,2.010669218,60408.0542119341,183777.850728252,674434.624218229,16216873.7709,1.19780477155044,0.849939202,2.010669218,4,4,211.4930437,1.347741811,0.03282302,10.24805759,105.7465219,0.673870906,0.01641151,5.124028795,207.2631828,1.320786975,0.03216656,10.04309644,-69.15913191,345.3672337,0.591276717,3.232850667,-0.016581078,0.047752042,-2.708681871,17.37751101,-1.954105664,3.542860525,0.291492854,1.257656732,-2.811879723,3.866460083,-1.111153606,2.858472071,NA,NA,NA
"59","SK10","SK",51.09242002,-101.892846,NA,"Grassland",NA,NA,0.01,NA,NA,NA,NA,NA,9,336.8032456,32.34941598,0.011877914,3.517794214,3.476595968,2.481694483,14.82271084,17.6420775,0.162857847,32.62764619,2.700681156,2.870286816,0.743787426,3.486098003,36148.1300049451,155753.906276744,688249.646972794,16827153.2405898,0.351764731662935,3.477550181,3.486098003,5,5,181.7255519,31.18779568,0.010032702,24.05791686,81.27013747,13.94760624,0.004486761,10.7590275,159.2894694,27.33730823,0.008794051,21.0876939,177.5137762,496.0927151,5.012107749,59.68672422,0.003083863,0.020671966,11.53995228,53.71534009,2.879621605,3.90458382,1.649477155,4.089390204,1.217799841,3.031110406,2.4532411,3.984045023,NA,NA,NA
"60","SK11","SK",51.08019099,-101.834969,NA,"Cropland",NA,NA,0.01,NA,NA,NA,NA,NA,19,461.3507039,26.58890607,0.015355475,3.832042903,3.280494064,2.735686385,20.30404448,14.50052581,0.210538605,35.0151089,3.013237011,2.674184912,0.918146743,3.556594277,22700.3667437085,161461.394228815,709213.000622225,11856676.4552738,1.18952779937907,3.281905559,3.556594277,5,5,291.1298849,22.17858011,0.014588479,24.58723213,130.1972426,9.918562556,0.006524166,10.99574448,255.1865955,19.44038261,0.012787365,21.55165919,206.1641084,716.5372994,7.14852346,46.02928868,0.002568109,0.02814284,13.46344971,56.56676809,3.028431881,4.272039924,1.985924116,3.829749559,1.068691415,3.338553178,2.605450285,4.03573405,NA,NA,NA
"61","SK12","SK",51.08418697,-101.833827,NA,"Cropland",NA,NA,0.1,NA,NA,NA,NA,NA,20,304.3322448,8.688120905,0.012462796,3.41661288,2.161956679,2.529124839,13.39366209,4.738153617,0.170877144,18.30269285,2.600310015,1.555647528,0.774575473,2.910020097,37022.6231203667,197551.724937696,821458.69031625,12068976.4545486,1.06793541254736,2.174948846,2.910020097,6,6,253.6011897,7.194333382,0.0146435,14.57458383,103.5322522,2.937074304,0.005978184,5.950048934,202.9232143,5.756665636,0.01171724,11.66209591,101.4090305,507.255459,2.931455269,14.44478654,0.000745555,0.024180036,6.640596944,29.96478876,2.326162246,3.92681806,1.175600733,2.675092137,0.36464304,3.187233328,1.915144198,3.401134852,NA,NA,NA
"62","SK13","SK",51.08173996,-101.84149,NA,"Cropland",NA,NA,0.01,NA,NA,NA,NA,NA,14,404.6570715,86.92924843,0.018317585,3.701065017,4.465094551,2.910828638,17.80895772,47.40773493,0.251152047,65.46784469,2.882839758,3.858785399,1.051186354,4.181792335,66883.8367534096,207854.189552534,725531.365514051,12639465.173146,0.799158632517558,4.465226858,4.181792335,5,5,259.999882,109.0085384,0.015635015,69.81966796,116.2754821,48.75010038,0.006992191,31.22430474,227.8999448,95.55019675,0.013704695,61.1996373,176.7571267,632.5570163,-8.620948315,182.4794452,0.004612891,0.03202228,4.268207391,126.667482,2.875376982,4.147435094,-2.167386565,5.206667567,1.572845423,3.467405698,1.502048864,4.841627721,NA,NA,NA
"63","SK14","SK",51.208567,-101.971445,NA,"Cropland",NA,NA,0.01,NA,NA,NA,NA,NA,15,320.8745083,48.97345446,0.014766437,3.469434848,3.891278406,2.69691173,14.12168711,26.70816313,0.202462317,41.03231255,2.652688896,3.284969254,0.890052452,3.714953286,32668.925446604,169098.33330179,831897.592874113,14715748.248627,0.667329585277059,3.89169509,3.714953286,5,5,185.4258044,63.20999593,0.016371206,40.44964701,82.92494066,28.26836955,0.007321426,18.08963208,162.5328837,55.40600432,0.014349994,35.45567887,158.3416246,483.407392,-6.432549857,104.3794588,0.000416442,0.029116431,5.576633679,76.48799142,2.766134636,3.878702323,-1.884706775,4.648124673,0.206745088,3.372480144,1.749292142,4.337304638,NA,NA,NA
"64","SK15","SK",51.207881,-101.966553,NA,"Cropland",NA,NA,0.08,NA,NA,NA,NA,NA,12,340.390261,38.34669745,0.006964165,3.528369647,3.646668408,1.960786495,14.98057539,20.91275492,0.095485529,35.98881584,2.711180873,3.040359256,0.460931922,3.583979411,26604.2016863652,211606.214800339,927976.798124122,14639007.580145,0.63130990527561,3.647347771,3.583979411,6,6,55.70054908,16.55671891,0.00826301,10.39515889,22.73965394,6.759252192,0.00337336,4.243805846,44.56972172,13.2481343,0.006611785,8.317859458,295.8205393,384.9599827,25.09856316,51.59483175,0.00035238,0.01357595,27.67095638,44.3066753,3.388308667,3.651228403,3.224394291,3.94379695,0.175290869,2.613681992,3.321686831,3.791644364,NA,NA,NA
"65","SK16","SK",51.205542,-101.969385,NA,"Cropland",NA,NA,0.15,NA,NA,NA,NA,NA,15,389.6296671,43.8105143,0.01118199,3.663269686,3.779873841,2.422207814,17.14760165,23.89250208,0.153316041,41.19341977,2.845241994,3.173564689,0.706358598,3.71886732,32460.8436284151,74154.6783793801,536623.80741498,14638332.0240445,0.741750714461583,3.780394441,3.71886732,6,6,121.5705962,9.128022803,0.011182027,6.613871029,49.63098805,3.726499705,0.004565043,2.700101541,97.27673658,7.303939421,0.008947485,5.292199021,292.3529305,486.9064037,36.50657488,51.11445372,0.002234505,0.020129475,35.90122075,46.48561879,3.376544595,3.885908358,3.598241874,3.934449837,0.961902488,3.004644025,3.581546254,3.839605438,NA,NA,NA
